[INFO] [1783728916.812658297] [limit_bar_duck_test]: state=DETECTOR_ONLY
[INFO] [1783728916.813025719] [limit_bar_duck_test]: limit_bar_duck_test started: color=/camera/color/image_raw, depth=/camera/aligned_depth_to_color/image_raw, pose=/Odometry, detector_only=True, serial=/dev/ttyUSB0@115200, trigger_distance=0.80m, travel_distance=1.00m, walk=[0,0.500,0.500], duck_prepare=[2,0.000,0.000], duck_walk=[2,1.000,1.000]
[INFO] [1783728916.822650941] [limit_bar_duck_test]: [1;95m触发状态更新: trigger=False[0m
[INFO] [1783728926.871026376] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=152, reason=no_candidate, mask_px=blue:853,white:50268,combined:54296, component=roi_y=120:240,search_blue_px=332,contours=1,largest=area:305,box:18x29,aspect:0.62,roi_blue:332,roi_white:3848,reject:area+width+aspect, line=blue_only(mask_px=945,lines=0,reject=no_hough_line); combined(mask_px=54296,lines=1,best=len:144,angle:-90.0,band:25x168,blue:272,white:1623,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728927.872607173] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=167, reason=no_candidate, mask_px=blue:854,white:50468,combined:54553, component=roi_y=120:240,search_blue_px=331,contours=3,largest=area:305,box:18x29,aspect:0.62,roi_blue:331,roi_white:3895,reject:area+width+aspect, line=blue_only(mask_px=953,lines=0,reject=no_hough_line); combined(mask_px=54553,lines=1,best=len:144,angle:-90.0,band:25x168,blue:266,white:1637,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728928.871644185] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=182, reason=no_candidate, mask_px=blue:847,white:50529,combined:54744, component=roi_y=120:240,search_blue_px=326,contours=1,largest=area:294,box:18x29,aspect:0.62,roi_blue:326,roi_white:3915,reject:area+width+aspect, line=blue_only(mask_px=940,lines=0,reject=no_hough_line); combined(mask_px=54744,lines=1,best=len:144,angle:-90.0,band:25x168,blue:269,white:1627,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728929.873531924] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=197, reason=no_candidate, mask_px=blue:856,white:50672,combined:54914, component=roi_y=120:240,search_blue_px=333,contours=3,largest=area:304,box:18x29,aspect:0.62,roi_blue:333,roi_white:3899,reject:area+width+aspect, line=blue_only(mask_px=950,lines=0,reject=no_hough_line); combined(mask_px=54914,lines=1,best=len:181,angle:-90.0,band:25x204,blue:272,white:2242,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728930.872625777] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=212, reason=no_candidate, mask_px=blue:853,white:50758,combined:54980, component=roi_y=120:240,search_blue_px=332,contours=2,largest=area:298,box:18x29,aspect:0.62,roi_blue:332,roi_white:3838,reject:area+width+aspect, line=blue_only(mask_px=928,lines=0,reject=no_hough_line); combined(mask_px=54980,lines=0,reject=no_hough_line), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728931.875054748] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=227, reason=no_candidate, mask_px=blue:847,white:50843,combined:55095, component=roi_y=120:240,search_blue_px=327,contours=2,largest=area:297,box:18x30,aspect:0.60,roi_blue:327,roi_white:3985,reject:area+width+aspect, line=blue_only(mask_px=943,lines=0,reject=no_hough_line); combined(mask_px=55095,lines=1,best=len:145,angle:-90.0,band:25x169,blue:272,white:1663,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728932.876464010] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=242, reason=no_candidate, mask_px=blue:857,white:50545,combined:54738, component=roi_y=120:240,search_blue_px=337,contours=3,largest=area:296,box:18x29,aspect:0.62,roi_blue:337,roi_white:3847,reject:area+width+aspect, line=blue_only(mask_px=944,lines=0,reject=no_hough_line); combined(mask_px=54738,lines=1,best=len:146,angle:-90.0,band:25x169,blue:271,white:1668,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728933.876132852] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=257, reason=no_candidate, mask_px=blue:857,white:48380,combined:52148, component=roi_y=120:240,search_blue_px=338,contours=3,largest=area:305,box:18x29,aspect:0.62,roi_blue:338,roi_white:3698,reject:area+width+aspect, line=blue_only(mask_px=955,lines=0,reject=no_hough_line); combined(mask_px=52148,lines=1,best=len:144,angle:-90.0,band:25x168,blue:269,white:1638,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728934.877381538] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=272, reason=no_candidate, mask_px=blue:863,white:45054,combined:48617, component=roi_y=120:240,search_blue_px=336,contours=3,largest=area:300,box:18x30,aspect:0.60,roi_blue:335,roi_white:3583,reject:area+width+aspect, line=blue_only(mask_px=953,lines=0,reject=no_hough_line); combined(mask_px=48617,lines=0,reject=no_hough_line), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728935.877869413] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=287, reason=no_candidate, mask_px=blue:849,white:46161,combined:49890, component=roi_y=120:240,search_blue_px=331,contours=2,largest=area:302,box:18x29,aspect:0.62,roi_blue:331,roi_white:3493,reject:area+width+aspect, line=blue_only(mask_px=945,lines=0,reject=no_hough_line); combined(mask_px=49890,lines=1,best=len:180,angle:-90.0,band:25x204,blue:273,white:2275,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
